time,item,placed,arrived,qty,lead_time,factor
2023-05-01,BAT-TOY-V,15,18,9,2.919965,1.459983
2023-05-01,BAT-TOY-V,17,18,10,1.460961,0.73048
2023-05-01,BAT-FOR-P,16,18,4,1.548893,0.774446
2023-05-01,WIP-TOY-P,16,18,20,1.50507,1.50507
2023-05-01,WIP-TOY-V,17,18,40,1.352852,1.352852
2023-05-01,WIP-FOR-P,17,18,16,1.073833,1.073833
2023-05-01,WIP-FOR-V,17,18,20,0.541161,0.541161
2023-05-08,PAD-TOY-V,18,19,22,0.45381,0.45381
2023-05-08,PAD-FOR-P,18,19,4,1.129395,1.129395
2023-05-08,BAT-FOR-V,17,19,20,1.689096,0.844548
2023-05-08,WIP-FOR-V,18,19,24,0.973726,0.973726
2023-05-15,WIP-TOY-P,18,20,20,1.628383,1.628383
2023-05-15,WIP-TOY-V,19,20,40,1.061018,1.061018
2023-05-22,PAD-FOR-P,20,21,8,1.191158,1.191158
2023-05-22,PAD-FOR-V,19,21,20,1.510224,1.510224
2023-05-22,WIP-FOR-P,20,21,12,0.828865,0.828865
2023-05-22,WIP-FOR-V,20,21,24,1.037145,1.037145
2023-05-29,PAD-TOY-P,21,22,12,1.237718,1.237718
2023-05-29,PAD-FOR-V,21,22,20,0.510967,0.510967
2023-05-29,BAT-FOR-P,20,22,4,1.857841,0.928921
2023-05-29,WIP-TOY-P,21,22,20,1.152413,1.152413
2023-06-05,PAD-TOY-V,21,23,36,1.563953,1.563953
2023-06-05,BAT-TOY-P,20,23,7,2.657351,1.328675
2023-06-05,WIP-TOY-V,22,23,24,1.270174,1.270174
2023-06-12,PAD-TOY-P,23,24,14,0.770885,0.770885
2023-06-12,PAD-FOR-V,23,24,14,0.868653,0.868653
2023-06-12,WIP-FOR-P,23,24,12,1.118923,1.118923
2023-06-12,WIP-FOR-V,23,24,24,0.84843,0.84843
2023-06-19,PAD-FOR-P,23,25,8,2.044962,2.044962
2023-06-19,BAT-TOY-P,23,25,7,2.471068,1.235534
2023-06-19,BAT-TOY-V,22,25,9,3.421956,1.710978
2023-06-19,BAT-FOR-V,22,25,6,2.620321,1.31016
2023-06-19,WIP-TOY-V,24,25,24,1.322386,1.322386
2023-06-26,PAD-TOY-P,25,26,10,1.105507,1.105507
2023-06-26,PAD-FOR-P,25,26,6,0.886997,0.886997
2023-06-26,PAD-FOR-V,25,26,26,1.06517,1.06517
2023-06-26,BAT-FOR-P,23,26,7,3.215943,1.607972
2023-06-26,WIP-TOY-P,25,26,16,0.574461,0.574461
2023-06-26,WIP-FOR-P,25,26,12,0.827362,0.827362
2023-07-03,PAD-TOY-V,26,27,14,1.237519,1.237519
2023-07-03,BAT-TOY-V,23,27,7,4.160597,2.080298
2023-07-03,BAT-TOY-V,25,27,6,2.144764,1.072382
2023-07-03,BAT-FOR-P,26,27,3,1.423503,0.711751
2023-07-03,BAT-FOR-V,25,27,10,2.289713,1.144857
2023-07-03,WIP-TOY-V,25,27,24,1.80508,1.80508
2023-07-03,WIP-FOR-V,26,27,20,0.648965,0.648965
2023-07-10,PAD-TOY-P,27,28,16,1.189703,1.189703
2023-07-10,PAD-TOY-V,27,28,24,1.138741,1.138741
2023-07-10,PAD-FOR-P,27,28,8,1.035843,1.035843
2023-07-10,PAD-FOR-V,27,28,28,1.424312,1.424312
2023-07-10,BAT-TOY-P,26,28,6,1.904971,0.952486
2023-07-10,BAT-TOY-V,27,28,11,1.182899,0.59145
2023-07-10,WIP-TOY-P,27,28,12,0.741862,0.741862
2023-07-17,BAT-FOR-V,27,29,11,1.998364,0.999182
2023-07-17,WIP-FOR-P,28,29,12,0.745716,0.745716
2023-07-17,WIP-FOR-V,28,29,24,0.742306,0.742306
2023-07-24,PAD-TOY-P,29,30,14,1.246912,1.246912
2023-07-24,PAD-TOY-V,29,30,26,1.239432,1.239432
2023-07-24,PAD-FOR-P,29,30,8,1.338363,1.338363
2023-07-24,BAT-TOY-P,28,30,7,2.301383,1.150691
2023-07-24,BAT-FOR-P,29,30,5,1.259788,0.629894
2023-07-24,WIP-TOY-P,29,30,12,1.299695,1.299695
2023-07-24,WIP-TOY-V,28,30,32,1.798367,1.798367
2023-07-31,PAD-TOY-V,30,31,20,0.599176,0.599176
2023-07-31,PAD-FOR-V,30,31,18,0.814686,0.814686
2023-07-31,BAT-TOY-P,30,31,8,1.451709,0.725855
2023-07-31,BAT-FOR-V,29,31,8,2.327998,1.163999
2023-08-07,BAT-TOY-V,29,32,9,2.884014,1.442007
2023-08-07,WIP-TOY-P,31,32,24,0.756706,0.756706
2023-08-07,WIP-TOY-V,31,32,40,1.409245,1.409245
2023-08-07,WIP-FOR-V,31,32,28,1.3314,1.3314
2023-08-14,PAD-TOY-P,32,33,14,0.585512,0.585512
2023-08-14,PAD-FOR-P,31,33,12,1.702016,1.702016
2023-08-14,PAD-FOR-V,32,33,18,0.721711,0.721711
2023-08-14,BAT-FOR-P,31,33,3,2.314876,1.157438
2023-08-14,WIP-FOR-P,32,33,16,0.783146,0.783146
2023-08-21,PAD-TOY-V,33,34,34,0.807991,0.807991
2023-08-21,BAT-TOY-P,32,34,9,1.832276,0.916138
2023-08-21,BAT-TOY-V,31,34,8,3.315188,1.657594
2023-08-21,BAT-FOR-P,32,34,3,1.654727,0.827364
2023-08-28,PAD-TOY-P,34,35,10,1.177396,1.177396
2023-08-28,PAD-FOR-V,34,35,14,0.992197,0.992197
2023-08-28,BAT-FOR-V,32,35,8,2.638397,1.319198
2023-09-04,BAT-TOY-V,34,36,11,2.380387,1.190194
2023-09-04,BAT-FOR-P,33,36,6,3.184214,1.592107
2023-09-04,BAT-FOR-V,34,36,7,2.162195,1.081098
2023-09-04,WIP-TOY-P,35,36,20,0.749981,0.749981
2023-09-04,WIP-FOR-P,35,36,8,0.951396,0.951396
2023-09-04,WIP-FOR-V,35,36,16,0.830551,0.830551
2023-09-11,PAD-TOY-P,36,37,14,0.939874,0.939874
2023-09-11,PAD-FOR-P,36,37,8,0.766686,0.766686
2023-09-11,PAD-FOR-V,36,37,20,0.711225,0.711225
2023-09-11,BAT-TOY-P,35,37,10,2.160452,1.080226
2023-09-11,BAT-TOY-V,35,37,7,2.36008,1.18004
2023-09-11,BAT-TOY-V,36,37,9,1.379214,0.689607
2023-09-11,BAT-FOR-P,35,37,4,1.901044,0.950522
2023-09-11,WIP-FOR-P,36,37,12,1.131472,1.131472
2023-09-18,PAD-TOY-P,37,38,10,1.1128,1.1128
2023-09-18,WIP-TOY-P,37,38,24,0.934935,0.934935
2023-09-18,WIP-TOY-V,37,38,28,0.973219,0.973219
2023-09-18,WIP-FOR-P,37,38,12,1.030169,1.030169
2023-09-18,WIP-FOR-V,37,38,28,0.63631,0.63631
2023-09-25,PAD-TOY-V,37,39,26,1.775713,1.775713
2023-09-25,PAD-FOR-P,38,39,6,1.058498,1.058498
2023-10-02,PAD-TOY-P,39,40,20,0.958317,0.958317
2023-10-02,PAD-TOY-V,39,40,32,1.02372,1.02372
2023-10-02,PAD-FOR-P,39,40,10,1.013331,1.013331
2023-10-02,PAD-FOR-V,39,40,22,0.814134,0.814134
2023-10-02,BAT-TOY-V,38,40,15,1.806544,0.903272
2023-10-02,BAT-FOR-P,37,40,8,3.375685,1.687843
2023-10-02,BAT-FOR-V,38,40,7,2.38764,1.19382
2023-10-02,WIP-TOY-V,39,40,20,1.332297,1.332297
2023-10-09,BAT-TOY-P,39,41,4,2.114484,1.057242
2023-10-09,WIP-FOR-P,39,41,12,1.640601,1.640601
2023-10-09,WIP-FOR-V,40,41,24,0.977272,0.977272
2023-10-16,PAD-TOY-V,41,42,32,1.356405,1.356405
2023-10-16,BAT-TOY-P,40,42,8,2.299484,1.149742
2023-10-16,BAT-TOY-V,40,42,18,1.795019,0.89751
2023-10-16,WIP-TOY-P,41,42,16,0.753058,0.753058
2023-10-16,WIP-FOR-V,41,42,20,1.489094,1.489094
2023-10-23,PAD-FOR-V,42,43,20,1.000037,1.000037
2023-10-23,BAT-TOY-V,42,43,12,1.369334,0.684667
2023-10-23,BAT-FOR-P,41,43,5,2.389737,1.194868
2023-10-23,WIP-TOY-P,42,43,28,1.140717,1.140717
2023-10-23,WIP-TOY-V,41,43,28,1.87986,1.87986
2023-10-23,WIP-FOR-P,42,43,20,1.35971,1.35971
2023-10-30,PAD-TOY-P,43,44,14,0.933037,0.933037
2023-10-30,PAD-TOY-V,43,44,28,0.84146,0.84146
2023-10-30,PAD-FOR-P,43,44,12,0.830307,0.830307
2023-10-30,BAT-FOR-V,41,44,5,2.933264,1.466632
2023-10-30,WIP-FOR-V,43,44,28,1.129367,1.129367
2023-11-06,BAT-FOR-V,43,45,6,1.659903,0.829951
2023-11-06,BAT-FOR-V,44,45,5,1.28424,0.64212
2023-11-06,WIP-TOY-V,43,45,36,1.552486,1.552486
2023-11-06,WIP-FOR-P,44,45,20,1.119054,1.119054
2023-11-13,PAD-TOY-V,44,46,24,1.563946,1.563946
2023-11-13,PAD-FOR-P,45,46,14,1.168795,1.168795
2023-11-13,PAD-FOR-V,45,46,22,0.766244,0.766244
2023-11-13,BAT-TOY-P,44,46,6,1.988312,0.994156
2023-11-13,BAT-TOY-V,45,46,11,1.315901,0.657951
2023-11-20,PAD-FOR-V,46,47,16,0.604653,0.604653
2023-11-20,BAT-TOY-P,45,47,6,2.18712,1.09356
2023-11-20,WIP-TOY-P,46,47,16,0.679481,0.679481
2023-11-20,WIP-TOY-V,46,47,32,0.845579,0.845579
2023-11-27,PAD-TOY-P,47,48,6,1.002718,1.002718
2023-11-27,PAD-TOY-V,47,48,32,1.108799,1.108799
2023-11-27,PAD-FOR-P,47,48,12,1.015046,1.015046
2023-11-27,BAT-FOR-V,46,48,14,1.552786,0.776393
2023-11-27,WIP-FOR-V,47,48,20,1.065574,1.065574
2023-12-04,PAD-TOY-P,48,49,14,1.190288,1.190288
2023-12-04,PAD-FOR-P,48,49,12,1.444062,1.444062
2023-12-04,PAD-FOR-V,48,49,20,0.840446,0.840446
2023-12-04,WIP-FOR-P,48,49,16,0.602117,0.602117
2023-12-11,PAD-TOY-P,49,50,10,0.851979,0.851979
2023-12-11,BAT-TOY-P,48,50,6,2.004234,1.002117
2023-12-11,BAT-FOR-P,47,50,5,2.914393,1.457196
2023-12-11,WIP-TOY-V,49,50,36,1.163986,1.163986
2023-12-11,WIP-FOR-V,49,50,24,0.893312,0.893312
2023-12-18,PAD-TOY-V,50,51,24,1.348718,1.348718
2023-12-18,PAD-FOR-P,50,51,14,1.161715,1.161715
2023-12-18,BAT-TOY-P,50,51,9,1.278764,0.639382
2023-12-18,BAT-TOY-V,49,51,19,2.237086,1.118543
2023-12-18,BAT-FOR-P,50,51,8,1.119183,0.559591
2023-12-25,PAD-TOY-P,51,52,16,0.985583,0.985583
2023-12-25,PAD-TOY-V,51,52,24,1.416196,1.416196
2023-12-25,PAD-FOR-V,51,52,26,0.741568,0.741568
2023-12-25,BAT-TOY-V,51,52,8,1.193983,0.596991
2023-12-25,BAT-FOR-V,49,52,9,3.384276,1.692138
2023-12-25,BAT-FOR-V,51,52,6,1.363875,0.681938
2023-12-25,WIP-TOY-P,51,52,12,1.351361,1.351361
2023-12-25,WIP-TOY-V,51,52,32,1.072244,1.072244
2024-01-01,PAD-FOR-V,52,53,24,1.131248,1.131248
2024-01-01,BAT-TOY-P,52,53,7,1.349502,0.674751
2024-01-01,WIP-TOY-P,52,53,12,1.155825,1.155825
2024-01-01,WIP-FOR-V,52,53,16,0.800819,0.800819
2024-01-08,PAD-TOY-P,53,54,12,0.781536,0.781536
2024-01-08,BAT-FOR-P,51,54,6,2.646518,1.323259
2024-01-08,WIP-TOY-V,53,54,28,1.228307,1.228307
2024-01-15,PAD-FOR-P,54,55,14,0.876593,0.876593
2024-01-15,BAT-TOY-P,53,55,10,2.472245,1.236123
2024-01-15,BAT-TOY-V,53,55,9,2.311327,1.155664
2024-01-15,BAT-FOR-V,53,55,13,2.202362,1.101181
2024-01-15,WIP-TOY-P,54,55,12,1.206234,1.206234
2024-01-15,WIP-FOR-V,53,55,16,1.90565,1.90565
2024-01-22,PAD-TOY-P,55,56,12,0.603539,0.603539
2024-01-22,BAT-TOY-P,54,56,8,2.082599,1.0413
2024-01-22,BAT-FOR-P,52,56,4,3.530948,1.765474
2024-01-22,WIP-TOY-P,55,56,12,0.841697,0.841697
2024-01-22,WIP-TOY-V,55,56,36,0.584526,0.584526
2024-01-22,WIP-FOR-P,55,56,12,0.479087,0.479087
2024-01-22,WIP-FOR-V,55,56,20,1.05002,1.05002
2024-01-29,PAD-FOR-V,56,57,14,1.362844,1.362844
2024-01-29,BAT-TOY-V,55,57,13,2.390443,1.195221
2024-01-29,BAT-FOR-P,55,57,4,2.307305,1.153652
2024-02-05,PAD-TOY-V,57,58,24,0.883629,0.883629
2024-02-05,PAD-FOR-P,57,58,14,0.961356,0.961356
2024-02-05,PAD-FOR-V,57,58,20,1.192657,1.192657
2024-02-05,BAT-TOY-P,55,58,8,2.709928,1.354964
2024-02-05,BAT-FOR-V,55,58,17,2.804085,1.402043
2024-02-05,WIP-TOY-P,57,58,16,0.672034,0.672034
2024-02-05,WIP-FOR-P,57,58,8,1.370296,1.370296
2024-02-12,PAD-TOY-P,58,59,14,0.939781,0.939781
2024-02-12,PAD-TOY-V,58,59,18,0.820332,0.820332
2024-02-12,BAT-TOY-P,58,59,7,1.454509,0.727255
2024-02-12,WIP-TOY-V,58,59,24,0.977761,0.977761
2024-02-12,WIP-FOR-P,58,59,8,1.305145,1.305145
2024-02-12,WIP-FOR-V,58,59,20,0.728411,0.728411
2024-02-19,PAD-FOR-P,59,60,14,0.643635,0.643635
2024-02-19,BAT-FOR-P,57,60,8,2.645745,1.322872
2024-02-19,BAT-FOR-V,58,60,9,1.521688,0.760844
2024-02-26,PAD-TOY-P,60,61,14,0.896283,0.896283
2024-02-26,PAD-FOR-V,60,61,24,0.758282,0.758282
2024-02-26,BAT-TOY-V,59,61,16,2.412927,1.206464
2024-02-26,WIP-TOY-P,60,61,16,1.405639,1.405639
2024-03-04,PAD-FOR-P,61,62,10,0.746845,0.746845
2024-03-04,BAT-TOY-P,60,62,12,2.382915,1.191458
2024-03-04,BAT-FOR-V,59,62,13,2.5255,1.26275
2024-03-04,WIP-TOY-V,61,62,28,0.95703,0.95703
2024-03-04,WIP-FOR-P,61,62,16,1.095483,1.095483
2024-03-04,WIP-FOR-V,61,62,24,1.066093,1.066093
2024-03-11,PAD-TOY-P,62,63,14,0.755672,0.755672
2024-03-11,PAD-TOY-V,62,63,24,0.895972,0.895972
2024-03-11,BAT-FOR-P,61,63,7,1.512776,0.756388
2024-03-11,BAT-FOR-V,61,63,10,1.9068,0.9534
2024-03-11,WIP-TOY-P,62,63,12,1.38491,1.38491
2024-03-11,WIP-FOR-V,62,63,16,1.059289,1.059289
2024-03-18,PAD-TOY-P,63,64,12,1.272991,1.272991
2024-03-18,PAD-TOY-V,63,64,30,0.609666,0.609666
2024-03-18,PAD-FOR-P,63,64,10,1.13112,1.13112
2024-03-18,PAD-FOR-V,63,64,16,0.834802,0.834802
2024-03-18,WIP-TOY-P,63,64,16,1.378554,1.378554
2024-03-25,BAT-TOY-P,63,65,6,1.602674,0.801337
2024-03-25,BAT-TOY-V,63,65,6,2.015738,1.007869
2024-03-25,WIP-FOR-V,64,65,16,1.189659,1.189659
2024-04-01,PAD-TOY-V,65,66,24,1.490831,1.490831
2024-04-01,PAD-FOR-P,65,66,10,1.255439,1.255439
2024-04-01,BAT-TOY-P,65,66,8,0.960879,0.48044
2024-04-01,WIP-TOY-P,65,66,20,1.118805,1.118805
2024-04-01,WIP-TOY-V,65,66,28,1.15764,1.15764
2024-04-01,WIP-FOR-P,65,66,16,0.861335,0.861335
2024-04-08,PAD-TOY-P,66,67,12,1.014133,1.014133
2024-04-08,PAD-FOR-V,66,67,14,1.311132,1.311132
2024-04-08,BAT-TOY-V,64,67,10,3.327755,1.663877
2024-04-08,BAT-FOR-P,65,67,9,2.324008,1.162004
2024-04-08,WIP-FOR-V,66,67,32,0.932575,0.932575
2024-04-15,PAD-TOY-V,67,68,34,1.143964,1.143964
2024-04-15,BAT-TOY-V,65,68,12,3.129251,1.564626
2024-04-15,WIP-TOY-P,67,68,28,1.09467,1.09467
2024-04-15,WIP-TOY-V,67,68,32,1.290024,1.290024
2024-04-15,WIP-FOR-P,67,68,16,0.642078,0.642078
2024-04-22,PAD-TOY-P,68,69,14,1.099785,1.099785
2024-04-22,PAD-FOR-P,67,69,10,1.724493,1.724493
2024-04-22,PAD-FOR-V,68,69,16,0.990912,0.990912
2024-04-22,WIP-TOY-P,68,69,16,0.823964,0.823964
2024-04-22,WIP-TOY-V,68,69,20,1.120752,1.120752
2024-04-22,WIP-FOR-V,68,69,32,0.732455,0.732455
2024-04-29,PAD-TOY-P,69,70,12,1.33735,1.33735
2024-04-29,PAD-TOY-V,69,70,30,1.21729,1.21729
2024-04-29,PAD-FOR-P,69,70,16,0.894411,0.894411
2024-04-29,BAT-FOR-P,67,70,4,2.829029,1.414515
2024-05-06,PAD-FOR-V,70,71,14,0.894137,0.894137
2024-05-06,BAT-FOR-V,67,71,6,3.598896,1.799448
2024-05-06,BAT-FOR-V,69,71,5,1.564384,0.782192
2024-05-06,WIP-FOR-P,70,71,16,1.133204,1.133204
2024-05-06,WIP-FOR-V,70,71,24,0.744547,0.744547
2024-05-13,PAD-TOY-P,71,72,20,1.197707,1.197707
2024-05-13,BAT-TOY-V,69,72,11,3.003792,1.501896
2024-05-13,WIP-TOY-P,71,72,32,1.035527,1.035527
2024-05-13,WIP-TOY-V,71,72,28,0.973119,0.973119
2024-05-20,PAD-TOY-P,72,73,16,1.384554,1.384554
2024-05-20,PAD-TOY-V,72,73,36,1.266262,1.266262
2024-05-20,PAD-FOR-V,72,73,14,1.197452,1.197452
2024-05-20,BAT-TOY-P,70,73,4,3.176797,1.588398
2024-05-20,BAT-TOY-P,71,73,5,2.448211,1.224106
2024-05-20,BAT-TOY-V,71,73,8,2.129506,1.064753
2024-05-20,WIP-FOR-P,72,73,12,1.124383,1.124383
2024-05-27,PAD-TOY-V,73,74,28,1.18284,1.18284
2024-05-27,BAT-FOR-P,72,74,8,1.846966,0.923483
2024-05-27,BAT-FOR-V,71,74,6,2.896878,1.448439
2024-05-27,BAT-FOR-V,72,74,6,2.099418,1.049709
2024-05-27,WIP-FOR-P,73,74,20,1.398811,1.398811
2024-06-03,PAD-TOY-P,74,75,16,0.934248,0.934248
2024-06-03,PAD-FOR-P,74,75,10,0.812757,0.812757
2024-06-03,PAD-FOR-V,74,75,14,1.002391,1.002391
2024-06-03,BAT-TOY-P,74,75,7,1.330651,0.665325
2024-06-03,WIP-TOY-V,74,75,20,1.391636,1.391636
2024-06-03,WIP-FOR-V,74,75,16,0.868073,0.868073
2024-06-10,PAD-FOR-V,75,76,24,0.861477,0.861477
2024-06-10,BAT-TOY-V,74,76,7,1.710789,0.855395
2024-06-10,BAT-FOR-V,74,76,6,2.075485,1.037742
2024-06-17,PAD-TOY-V,75,77,22,1.592126,1.592126
2024-06-17,BAT-TOY-V,75,77,11,2.266483,1.133242
2024-06-17,BAT-FOR-V,76,77,8,1.310708,0.655354
2024-06-17,WIP-TOY-V,76,77,20,1.048121,1.048121
2024-06-17,WIP-FOR-V,76,77,24,0.699381,0.699381
2024-06-24,PAD-FOR-P,77,78,6,1.369684,1.369684
2024-06-24,PAD-FOR-V,77,78,22,0.671005,0.671005
2024-06-24,BAT-FOR-P,77,78,4,1.479141,0.73957
2024-07-01,PAD-TOY-P,78,79,16,0.933473,0.933473
2024-07-01,PAD-FOR-P,78,79,6,0.89447,0.89447
2024-07-01,WIP-TOY-P,78,79,12,0.812969,0.812969
2024-07-01,WIP-TOY-V,78,79,20,0.89751,0.89751
2024-07-01,WIP-FOR-V,78,79,16,0.735305,0.735305
2024-07-08,PAD-FOR-P,79,80,6,0.814796,0.814796
2024-07-08,PAD-FOR-V,79,80,22,0.524239,0.524239
2024-07-08,BAT-TOY-V,77,80,12,2.573625,1.286813
2024-07-08,BAT-FOR-P,76,80,6,4.015268,2.007634
2024-07-08,BAT-FOR-V,78,80,13,1.815677,0.907838
2024-07-08,WIP-TOY-P,79,80,12,1.065495,1.065495
2024-07-08,WIP-TOY-V,79,80,20,1.020342,1.020342
2024-07-08,WIP-FOR-P,79,80,12,0.586983,0.586983
2024-07-15,PAD-TOY-V,79,81,22,1.509154,1.509154
2024-07-15,BAT-TOY-V,79,81,7,2.170941,1.08547
2024-07-15,BAT-TOY-V,80,81,13,1.216833,0.608417
2024-07-22,PAD-FOR-P,81,82,14,1.050106,1.050106
2024-07-22,PAD-FOR-V,81,82,18,0.605183,0.605183
2024-07-22,BAT-TOY-P,79,82,6,2.680071,1.340036
2024-07-22,BAT-TOY-V,81,82,25,1.400307,0.700154
2024-07-29,BAT-FOR-P,80,83,9,2.891804,1.445902
2024-07-29,BAT-FOR-V,82,83,8,1.204161,0.60208
2024-07-29,WIP-TOY-V,82,83,20,0.978437,0.978437
2024-07-29,WIP-FOR-V,82,83,12,0.807054,0.807054
2024-08-05,PAD-TOY-P,83,84,10,0.926827,0.926827
2024-08-05,BAT-TOY-P,82,84,5,2.118454,1.059227
2024-08-05,BAT-FOR-P,83,84,4,1.494657,0.747328
2024-08-05,BAT-FOR-V,81,84,8,2.926631,1.463316
2024-08-05,WIP-TOY-P,83,84,16,0.854677,0.854677
2024-08-12,PAD-TOY-V,84,85,20,1.082686,1.082686
2024-08-12,PAD-FOR-P,83,85,10,1.53126,1.53126
2024-08-12,PAD-FOR-V,84,85,26,0.953085,0.953085
2024-08-19,PAD-TOY-P,85,86,10,1.058953,1.058953
2024-08-19,PAD-TOY-V,85,86,12,0.935033,0.935033
2024-08-19,BAT-TOY-P,84,86,7,1.927576,0.963788
2024-08-19,BAT-TOY-V,83,86,32,3.220499,1.610249
2024-08-19,BAT-FOR-V,83,86,12,2.666951,1.333476
2024-08-19,BAT-FOR-V,84,86,9,1.72362,0.86181
2024-08-19,WIP-TOY-P,85,86,12,0.834213,0.834213
2024-08-19,WIP-TOY-V,85,86,20,1.159644,1.159644
2024-08-19,WIP-FOR-P,85,86,12,0.458631,0.458631
2024-08-19,WIP-FOR-V,85,86,20,0.833154,0.833154
2024-08-26,PAD-TOY-V,86,87,12,1.483844,1.483844
2024-08-26,PAD-FOR-P,86,87,8,0.891312,0.891312
2024-08-26,PAD-FOR-V,86,87,16,0.81637,0.81637
2024-08-26,BAT-TOY-P,83,87,3,3.6454,1.8227
2024-09-02,PAD-TOY-P,86,88,16,1.732178,1.732178
