week_start,sku,units,stockout,price,rel_price,promo
2023-01-16,BAT-FOR-V,6,0,138.84,0.9988,0
2023-01-16,WIP-TOY-V,4,0,19.25,1.0694,0
2023-01-16,WIP-FOR-V,4,0,19.25,1.0694,0
2023-01-23,PAD-TOY-P,2,0,93.29,1.0482,0
2023-01-23,PAD-FOR-P,4,0,93.29,1.0482,0
2023-01-23,BAT-TOY-P,5,1,193.9,0.9744,0
2023-01-23,BAT-FOR-P,1,0,193.9,0.9744,0
2023-01-23,WIP-TOY-P,6,0,30.29,1.0445,0
2023-01-23,WIP-FOR-P,6,0,30.29,1.0445,0
2023-01-23,PAD-TOY-V,13,0,64.99,1.0482,0
2023-01-23,PAD-FOR-V,8,0,64.99,1.0482,0
2023-01-23,BAT-TOY-V,4,0,135.44,0.9744,0
2023-01-23,BAT-FOR-V,1,0,135.44,0.9744,0
2023-01-23,WIP-TOY-V,9,0,18.8,1.0444,0
2023-01-23,WIP-FOR-V,5,0,18.8,1.0444,0
2023-01-30,PAD-TOY-P,7,0,95.66,1.0748,0
2023-01-30,PAD-FOR-P,1,0,95.66,1.0748,0
2023-01-30,BAT-TOY-P,6,0,153.59,0.7718,0.2
2023-01-30,BAT-FOR-P,1,0,153.59,0.7718,0.2
2023-01-30,WIP-TOY-P,4,0,28.97,0.999,0
2023-01-30,WIP-FOR-P,1,0,28.97,0.999,0
2023-01-30,PAD-TOY-V,7,0,66.64,1.0748,0
2023-01-30,PAD-FOR-V,8,0,66.64,1.0748,0
2023-01-30,BAT-TOY-V,1,0,107.28,0.7718,0.2
2023-01-30,BAT-FOR-V,3,0,107.28,0.7718,0.2
2023-01-30,WIP-TOY-V,12,0,17.98,0.9989,0
2023-01-30,WIP-FOR-V,2,0,17.98,0.9989,0
2023-02-06,PAD-TOY-P,5,0,91.41,1.0271,0
2023-02-06,PAD-FOR-P,3,0,91.41,1.0271,0
2023-02-06,BAT-TOY-P,4,0,186.24,0.9359,0
2023-02-06,BAT-FOR-P,3,0,186.24,0.9359,0
2023-02-06,WIP-TOY-P,2,0,28.1,0.969,0
2023-02-06,WIP-FOR-P,4,0,28.1,0.969,0
2023-02-06,PAD-TOY-V,6,0,63.68,1.0271,0
2023-02-06,PAD-FOR-V,9,0,63.68,1.0271,0
2023-02-06,BAT-TOY-V,7,0,130.09,0.9359,0
2023-02-06,BAT-FOR-V,3,0,130.09,0.9359,0
2023-02-06,WIP-TOY-V,12,1,17.44,0.9689,0
2023-02-06,WIP-FOR-V,1,0,17.44,0.9689,0
2023-02-13,PAD-TOY-P,10,0,90.37,1.0154,0
2023-02-13,PAD-FOR-P,1,0,90.37,1.0154,0
2023-02-13,BAT-TOY-P,3,0,187.61,0.9428,0
2023-02-13,BAT-FOR-P,3,0,187.61,0.9428,0
2023-02-13,WIP-TOY-P,2,0,22.52,0.7766,0.2
2023-02-13,WIP-FOR-P,15,1,22.52,0.7766,0.2
2023-02-13,PAD-TOY-V,5,0,62.95,1.0153,0
2023-02-13,PAD-FOR-V,3,0,62.95,1.0153,0
2023-02-13,BAT-TOY-V,6,0,131.04,0.9427,0
2023-02-13,BAT-FOR-V,3,0,131.04,0.9427,0
2023-02-13,WIP-TOY-V,28,1,13.98,0.7767,0.2
2023-02-13,WIP-FOR-V,18,1,13.98,0.7767,0.2
2023-02-20,PAD-TOY-P,0,1,90.01,1.0113,0
2023-02-20,PAD-FOR-P,1,0,90.01,1.0113,0
2023-02-20,BAT-TOY-P,0,0,194.2,0.9759,0
2023-02-20,BAT-FOR-P,2,0,194.2,0.9759,0
2023-02-20,WIP-TOY-P,2,0,28.54,0.9841,0
2023-02-20,WIP-FOR-P,5,0,28.54,0.9841,0
2023-02-20,PAD-TOY-V,17,0,62.7,1.0113,0
2023-02-20,PAD-FOR-V,3,0,62.7,1.0113,0
2023-02-20,BAT-TOY-V,2,0,135.65,0.9759,0
2023-02-20,BAT-FOR-V,4,0,135.65,0.9759,0
2023-02-20,WIP-TOY-V,14,0,17.71,0.9839,0
2023-02-20,WIP-FOR-V,8,0,17.71,0.9839,0
2023-02-27,PAD-TOY-P,5,0,69.99,0.7864,0.2
2023-02-27,PAD-FOR-P,0,0,69.99,0.7864,0.2
2023-02-27,BAT-TOY-P,5,0,193.58,0.9728,0
2023-02-27,BAT-FOR-P,1,0,193.58,0.9728,0
2023-02-27,WIP-TOY-P,2,0,29.5,1.0172,0
2023-02-27,WIP-FOR-P,7,0,29.5,1.0172,0
2023-02-27,PAD-TOY-V,36,0,48.76,0.7865,0.2
2023-02-27,PAD-FOR-V,7,0,48.76,0.7865,0.2
2023-02-27,BAT-TOY-V,6,0,135.22,0.9728,0
2023-02-27,BAT-FOR-V,3,0,135.22,0.9728,0
2023-02-27,WIP-TOY-V,9,0,18.31,1.0172,0
2023-02-27,WIP-FOR-V,4,0,18.31,1.0172,0
2023-03-06,PAD-TOY-P,5,0,79.89,0.8976,0
2023-03-06,PAD-FOR-P,4,0,79.89,0.8976,0
2023-03-06,BAT-TOY-P,2,0,200.97,1.0099,0
2023-03-06,BAT-FOR-P,3,0,200.97,1.0099,0
2023-03-06,WIP-TOY-P,4,0,29.19,1.0066,0
2023-03-06,WIP-FOR-P,8,0,29.19,1.0066,0
2023-03-06,PAD-TOY-V,24,0,55.65,0.8976,0
2023-03-06,PAD-FOR-V,10,0,55.65,0.8976,0
2023-03-06,BAT-TOY-V,0,0,140.38,1.0099,0
2023-03-06,BAT-FOR-V,5,0,140.38,1.0099,0
2023-03-06,WIP-TOY-V,5,0,18.12,1.0067,0
2023-03-06,WIP-FOR-V,1,0,18.12,1.0067,0
2023-03-13,PAD-TOY-P,10,0,81.08,0.911,0
2023-03-13,PAD-FOR-P,4,0,81.08,0.911,0
2023-03-13,BAT-TOY-P,6,0,155.63,0.7821,0.2
2023-03-13,BAT-FOR-P,5,0,155.63,0.7821,0.2
2023-03-13,WIP-TOY-P,7,0,27.71,0.9555,0
2023-03-13,WIP-FOR-P,0,1,27.71,0.9555,0
2023-03-13,PAD-TOY-V,18,0,56.48,0.911,0
2023-03-13,PAD-FOR-V,11,0,56.48,0.911,0
2023-03-13,BAT-TOY-V,7,0,108.7,0.782,0.2
2023-03-13,BAT-FOR-V,7,1,108.7,0.782,0.2
2023-03-13,WIP-TOY-V,19,0,17.2,0.9556,0
2023-03-13,WIP-FOR-V,10,0,17.2,0.9556,0
2023-03-20,PAD-TOY-P,4,0,81.29,0.9134,0
2023-03-20,PAD-FOR-P,2,0,81.29,0.9134,0
2023-03-20,BAT-TOY-P,1,0,209.8,1.0543,0
2023-03-20,BAT-FOR-P,0,0,209.8,1.0543,0
2023-03-20,WIP-TOY-P,6,0,27.48,0.9476,0
2023-03-20,WIP-FOR-P,12,0,27.48,0.9476,0
2023-03-20,PAD-TOY-V,11,0,56.63,0.9134,0
2023-03-20,PAD-FOR-V,7,0,56.63,0.9134,0
2023-03-20,BAT-TOY-V,8,0,146.54,1.0542,0
2023-03-20,BAT-FOR-V,1,0,146.54,1.0542,0
2023-03-20,WIP-TOY-V,3,0,17.06,0.9478,0
2023-03-20,WIP-FOR-V,9,1,17.06,0.9478,0
2023-03-27,PAD-TOY-P,4,0,81.09,0.9111,0
2023-03-27,PAD-FOR-P,1,0,81.09,0.9111,0
2023-03-27,BAT-TOY-P,0,0,204.03,1.0253,0
2023-03-27,BAT-FOR-P,6,0,204.03,1.0253,0
2023-03-27,WIP-TOY-P,7,1,22.13,0.7631,0.2
2023-03-27,WIP-FOR-P,10,0,22.13,0.7631,0.2
2023-03-27,PAD-TOY-V,4,0,56.49,0.9111,0
2023-03-27,PAD-FOR-V,13,0,56.49,0.9111,0
2023-03-27,BAT-TOY-V,5,1,142.52,1.0253,0
2023-03-27,BAT-FOR-V,6,0,142.52,1.0253,0
2023-03-27,WIP-TOY-V,27,0,13.73,0.7628,0.2
2023-03-27,WIP-FOR-V,10,0,13.73,0.7628,0.2
2023-04-03,PAD-TOY-P,3,0,86.51,0.972,0
2023-04-03,PAD-FOR-P,4,0,86.51,0.972,0
2023-04-03,BAT-TOY-P,3,0,197.04,0.9902,0
2023-04-03,BAT-FOR-P,1,0,197.04,0.9902,0
2023-04-03,WIP-TOY-P,11,0,28.09,0.9686,0
2023-04-03,WIP-FOR-P,3,0,28.09,0.9686,0
2023-04-03,PAD-TOY-V,8,0,60.26,0.9719,0
2023-04-03,PAD-FOR-V,8,0,60.26,0.9719,0
2023-04-03,BAT-TOY-V,7,0,137.63,0.9901,0
2023-04-03,BAT-FOR-V,4,0,137.63,0.9901,0
2023-04-03,WIP-TOY-V,11,1,17.43,0.9683,0
2023-04-03,WIP-FOR-V,18,0,17.43,0.9683,0
2023-04-10,PAD-TOY-P,3,0,70.59,0.7931,0.2
2023-04-10,PAD-FOR-P,2,0,70.59,0.7931,0.2
2023-04-10,BAT-TOY-P,3,0,197.36,0.9918,0
2023-04-10,BAT-FOR-P,2,0,197.36,0.9918,0
2023-04-10,WIP-TOY-P,15,0,27.84,0.96,0
2023-04-10,WIP-FOR-P,4,0,27.84,0.96,0
2023-04-10,PAD-TOY-V,18,0,49.18,0.7932,0.2
2023-04-10,PAD-FOR-V,10,0,49.18,0.7932,0.2
2023-04-10,BAT-TOY-V,4,0,137.85,0.9917,0
2023-04-10,BAT-FOR-V,3,0,137.85,0.9917,0
2023-04-10,WIP-TOY-V,5,0,17.28,0.96,0
2023-04-10,WIP-FOR-V,7,0,17.28,0.96,0
2023-04-17,PAD-TOY-P,6,0,90.37,1.0154,0
2023-04-17,PAD-FOR-P,2,0,90.37,1.0154,0
2023-04-17,BAT-TOY-P,1,0,188.49,0.9472,0
2023-04-17,BAT-FOR-P,2,0,188.49,0.9472,0
2023-04-17,WIP-TOY-P,16,0,28.57,0.9852,0
2023-04-17,WIP-FOR-P,9,0,28.57,0.9852,0
2023-04-17,PAD-TOY-V,5,0,62.96,1.0155,0
2023-04-17,PAD-FOR-V,11,0,62.96,1.0155,0
2023-04-17,BAT-TOY-V,5,0,131.66,0.9472,0
2023-04-17,BAT-FOR-V,5,0,131.66,0.9472,0
2023-04-17,WIP-TOY-V,16,0,17.73,0.985,0
2023-04-17,WIP-FOR-V,16,0,17.73,0.985,0
2023-04-24,PAD-TOY-P,3,0,90.88,1.0211,0
2023-04-24,PAD-FOR-P,2,0,90.88,1.0211,0
2023-04-24,BAT-TOY-P,3,0,156.8,0.7879,0.2
2023-04-24,BAT-FOR-P,0,0,156.8,0.7879,0.2
2023-04-24,WIP-TOY-P,9,0,30.05,1.0362,0
2023-04-24,WIP-FOR-P,13,0,30.05,1.0362,0
2023-04-24,PAD-TOY-V,21,0,63.31,1.0211,0
2023-04-24,PAD-FOR-V,3,0,63.31,1.0211,0
2023-04-24,BAT-TOY-V,4,0,109.52,0.7879,0.2
2023-04-24,BAT-FOR-V,11,0,109.52,0.7879,0.2
2023-04-24,WIP-TOY-V,16,0,18.65,1.0361,0
2023-04-24,WIP-FOR-V,17,0,18.65,1.0361,0
2023-05-01,PAD-TOY-P,4,0,93.11,1.0462,0
2023-05-01,PAD-FOR-P,2,0,93.11,1.0462,0
2023-05-01,BAT-TOY-P,3,0,192.88,0.9692,0
2023-05-01,BAT-FOR-P,1,0,192.88,0.9692,0
2023-05-01,WIP-TOY-P,12,0,30.62,1.0559,0
2023-05-01,WIP-FOR-P,2,0,30.62,1.0559,0
2023-05-01,PAD-TOY-V,16,0,64.86,1.0461,0
2023-05-01,PAD-FOR-V,9,0,64.86,1.0461,0
2023-05-01,BAT-TOY-V,1,0,134.72,0.9692,0
2023-05-01,BAT-FOR-V,0,0,134.72,0.9692,0
2023-05-01,WIP-TOY-V,15,0,19.01,1.0561,0
2023-05-01,WIP-FOR-V,17,0,19.01,1.0561,0
2023-05-08,PAD-TOY-P,1,0,90.87,1.021,0
2023-05-08,PAD-FOR-P,2,0,90.87,1.021,0
2023-05-08,BAT-TOY-P,0,0,202.25,1.0163,0
2023-05-08,BAT-FOR-P,1,0,202.25,1.0163,0
2023-05-08,WIP-TOY-P,28,0,23.45,0.8086,0.2
2023-05-08,WIP-FOR-P,8,0,23.45,0.8086,0.2
2023-05-08,PAD-TOY-V,17,0,63.3,1.021,0
2023-05-08,PAD-FOR-V,10,0,63.3,1.021,0
2023-05-08,BAT-TOY-V,1,0,141.27,1.0163,0
2023-05-08,BAT-FOR-V,2,0,141.27,1.0163,0
2023-05-08,WIP-TOY-V,16,0,14.55,0.8083,0.2
2023-05-08,WIP-FOR-V,13,0,14.55,0.8083,0.2
2023-05-15,PAD-TOY-P,1,0,91.9,1.0326,0
2023-05-15,PAD-FOR-P,5,1,91.9,1.0326,0
2023-05-15,BAT-TOY-P,4,0,210.84,1.0595,0
2023-05-15,BAT-FOR-P,4,0,210.84,1.0595,0
2023-05-15,WIP-TOY-P,5,0,27.11,0.9348,0
2023-05-15,WIP-FOR-P,3,0,27.11,0.9348,0
2023-05-15,PAD-TOY-V,1,0,64.02,1.0326,0
2023-05-15,PAD-FOR-V,7,0,64.02,1.0326,0
2023-05-15,BAT-TOY-V,3,0,147.27,1.0595,0
2023-05-15,BAT-FOR-V,5,0,147.27,1.0595,0
2023-05-15,WIP-TOY-V,9,0,16.83,0.935,0
2023-05-15,WIP-FOR-V,11,0,16.83,0.935,0
2023-05-22,PAD-TOY-P,5,1,71.52,0.8036,0.2
2023-05-22,PAD-FOR-P,0,1,71.52,0.8036,0.2
2023-05-22,BAT-TOY-P,2,0,208.08,1.0456,0
2023-05-22,BAT-FOR-P,1,0,208.08,1.0456,0
2023-05-22,WIP-TOY-P,5,0,27.78,0.9579,0
2023-05-22,WIP-FOR-P,2,0,27.78,0.9579,0
2023-05-22,PAD-TOY-V,18,1,49.82,0.8035,0.2
2023-05-22,PAD-FOR-V,16,0,49.82,0.8035,0.2
2023-05-22,BAT-TOY-V,5,0,145.34,1.0456,0
2023-05-22,BAT-FOR-V,2,0,145.34,1.0456,0
2023-05-22,WIP-TOY-V,3,0,17.24,0.9578,0
2023-05-22,WIP-FOR-V,7,0,17.24,0.9578,0
2023-05-29,PAD-TOY-P,4,0,86.19,0.9684,0
2023-05-29,PAD-FOR-P,2,0,86.19,0.9684,0
2023-05-29,BAT-TOY-P,1,0,202.2,1.0161,0
2023-05-29,BAT-FOR-P,2,0,202.2,1.0161,0
2023-05-29,WIP-TOY-P,5,0,27.28,0.9407,0
2023-05-29,WIP-FOR-P,4,0,27.28,0.9407,0
2023-05-29,PAD-TOY-V,16,0,60.04,0.9684,0
2023-05-29,PAD-FOR-V,4,0,60.04,0.9684,0
2023-05-29,BAT-TOY-V,6,0,141.24,1.0161,0
2023-05-29,BAT-FOR-V,3,0,141.24,1.0161,0
2023-05-29,WIP-TOY-V,19,0,16.93,0.9406,0
2023-05-29,WIP-FOR-V,5,0,16.93,0.9406,0
2023-06-05,PAD-TOY-P,6,1,86.45,0.9713,0
2023-06-05,PAD-FOR-P,6,1,86.45,0.9713,0
2023-06-05,BAT-TOY-P,4,0,157.21,0.79,0.2
2023-06-05,BAT-FOR-P,4,0,157.21,0.79,0.2
2023-06-05,WIP-TOY-P,2,0,26.07,0.899,0
2023-06-05,WIP-FOR-P,7,0,26.07,0.899,0
2023-06-05,PAD-TOY-V,4,0,60.22,0.9713,0
2023-06-05,PAD-FOR-V,9,0,60.22,0.9713,0
2023-06-05,BAT-TOY-V,1,1,109.81,0.79,0.2
2023-06-05,BAT-FOR-V,5,0,109.81,0.79,0.2
2023-06-05,WIP-TOY-V,9,0,16.18,0.8989,0
2023-06-05,WIP-FOR-V,15,0,16.18,0.8989,0
2023-06-12,PAD-TOY-P,4,0,87.61,0.9844,0
2023-06-12,PAD-FOR-P,8,1,87.61,0.9844,0
2023-06-12,BAT-TOY-P,2,0,202.13,1.0157,0
2023-06-12,BAT-FOR-P,0,0,202.13,1.0157,0
2023-06-12,WIP-TOY-P,6,0,25.76,0.8883,0
2023-06-12,WIP-FOR-P,0,0,25.76,0.8883,0
2023-06-12,PAD-TOY-V,15,0,61.03,0.9844,0
2023-06-12,PAD-FOR-V,7,0,61.03,0.9844,0
2023-06-12,BAT-TOY-V,0,0,141.19,1.0158,0
2023-06-12,BAT-FOR-V,1,0,141.19,1.0158,0
2023-06-12,WIP-TOY-V,14,0,15.99,0.8883,0
2023-06-12,WIP-FOR-V,6,0,15.99,0.8883,0
2023-06-19,PAD-TOY-P,6,0,91.61,1.0293,0
2023-06-19,PAD-FOR-P,5,0,91.61,1.0293,0
2023-06-19,BAT-TOY-P,1,0,207.76,1.044,0
2023-06-19,BAT-FOR-P,3,1,207.76,1.044,0
2023-06-19,WIP-TOY-P,11,0,20.75,0.7155,0.2
2023-06-19,WIP-FOR-P,16,0,20.75,0.7155,0.2
2023-06-19,PAD-TOY-V,4,0,63.82,1.0294,0
2023-06-19,PAD-FOR-V,15,0,63.82,1.0294,0
2023-06-19,BAT-TOY-V,7,0,145.12,1.044,0
2023-06-19,BAT-FOR-V,6,0,145.12,1.044,0
2023-06-19,WIP-TOY-V,22,1,12.88,0.7156,0.2
2023-06-19,WIP-FOR-V,11,0,12.88,0.7156,0.2
2023-06-26,PAD-TOY-P,3,0,92.3,1.0371,0
2023-06-26,PAD-FOR-P,3,0,92.3,1.0371,0
2023-06-26,BAT-TOY-P,3,0,209.75,1.054,0
2023-06-26,BAT-FOR-P,2,0,209.75,1.054,0
2023-06-26,WIP-TOY-P,6,0,25.99,0.8962,0
2023-06-26,WIP-FOR-P,3,1,25.99,0.8962,0
2023-06-26,PAD-TOY-V,7,0,64.3,1.0371,0
2023-06-26,PAD-FOR-V,12,0,64.3,1.0371,0
2023-06-26,BAT-TOY-V,2,0,146.51,1.054,0
2023-06-26,BAT-FOR-V,4,1,146.51,1.054,0
2023-06-26,WIP-TOY-V,5,0,16.13,0.8961,0
2023-06-26,WIP-FOR-V,12,0,16.13,0.8961,0
2023-07-03,PAD-TOY-P,9,1,76.95,0.8646,0.2
2023-07-03,PAD-FOR-P,4,0,76.95,0.8646,0.2
2023-07-03,BAT-TOY-P,2,0,211.36,1.0621,0
2023-07-03,BAT-FOR-P,1,0,211.36,1.0621,0
2023-07-03,WIP-TOY-P,9,0,26.45,0.9121,0
2023-07-03,WIP-FOR-P,3,0,26.45,0.9121,0
2023-07-03,PAD-TOY-V,28,1,53.61,0.8647,0.2
2023-07-03,PAD-FOR-V,14,0,53.61,0.8647,0.2
2023-07-03,BAT-TOY-V,6,0,147.63,1.0621,0
2023-07-03,BAT-FOR-V,5,0,147.63,1.0621,0
2023-07-03,WIP-TOY-V,17,0,16.42,0.9122,0
2023-07-03,WIP-FOR-V,3,0,16.42,0.9122,0
2023-07-10,PAD-TOY-P,3,0,97.47,1.0952,0
2023-07-10,PAD-FOR-P,4,0,97.47,1.0952,0
2023-07-10,BAT-TOY-P,5,0,216.79,1.0894,0
2023-07-10,BAT-FOR-P,2,0,216.79,1.0894,0
2023-07-10,WIP-TOY-P,6,0,24.35,0.8397,0
2023-07-10,WIP-FOR-P,3,0,24.35,0.8397,0
2023-07-10,PAD-TOY-V,6,0,67.9,1.0952,0
2023-07-10,PAD-FOR-V,2,1,67.9,1.0952,0
2023-07-10,BAT-TOY-V,3,0,151.43,1.0894,0
2023-07-10,BAT-FOR-V,10,0,151.43,1.0894,0
2023-07-10,WIP-TOY-V,14,0,15.12,0.84,0
2023-07-10,WIP-FOR-V,21,0,15.12,0.84,0
2023-07-17,PAD-TOY-P,9,0,88.76,0.9973,0
2023-07-17,PAD-FOR-P,4,0,88.76,0.9973,0
2023-07-17,BAT-TOY-P,2,0,172.86,0.8686,0.2
2023-07-17,BAT-FOR-P,2,0,172.86,0.8686,0.2
2023-07-17,WIP-TOY-P,6,0,25.44,0.8772,0
2023-07-17,WIP-FOR-P,4,0,25.44,0.8772,0
2023-07-17,PAD-TOY-V,22,0,61.84,0.9974,0
2023-07-17,PAD-FOR-V,2,0,61.84,0.9974,0
2023-07-17,BAT-TOY-V,6,0,120.74,0.8686,0.2
2023-07-17,BAT-FOR-V,3,0,120.74,0.8686,0.2
2023-07-17,WIP-TOY-V,13,0,15.79,0.8772,0
2023-07-17,WIP-FOR-V,3,0,15.79,0.8772,0
2023-07-24,PAD-TOY-P,6,0,87.78,0.9863,0
2023-07-24,PAD-FOR-P,1,0,87.78,0.9863,0
2023-07-24,BAT-TOY-P,4,0,210.09,1.0557,0
2023-07-24,BAT-FOR-P,1,0,210.09,1.0557,0
2023-07-24,WIP-TOY-P,7,0,25.91,0.8934,0
2023-07-24,WIP-FOR-P,0,0,25.91,0.8934,0
2023-07-24,PAD-TOY-V,14,0,61.15,0.9863,0
2023-07-24,PAD-FOR-V,8,0,61.15,0.9863,0
2023-07-24,BAT-TOY-V,5,0,146.75,1.0558,0
2023-07-24,BAT-FOR-V,0,0,146.75,1.0558,0
2023-07-24,WIP-TOY-V,13,0,16.08,0.8933,0
2023-07-24,WIP-FOR-V,4,0,16.08,0.8933,0
2023-07-31,PAD-TOY-P,3,0,87.56,0.9838,0
2023-07-31,PAD-FOR-P,7,1,87.56,0.9838,0
2023-07-31,BAT-TOY-P,3,0,212.25,1.0666,0
2023-07-31,BAT-FOR-P,3,0,212.25,1.0666,0
2023-07-31,WIP-TOY-P,5,1,20.35,0.7017,0.2
2023-07-31,WIP-FOR-P,5,0,20.35,0.7017,0.2
2023-07-31,PAD-TOY-V,2,0,61.0,0.9839,0
2023-07-31,PAD-FOR-V,8,0,61.0,0.9839,0
2023-07-31,BAT-TOY-V,6,0,148.26,1.0666,0
2023-07-31,BAT-FOR-V,3,0,148.26,1.0666,0
2023-07-31,WIP-TOY-V,30,0,12.63,0.7017,0.2
2023-07-31,WIP-FOR-V,20,0,12.63,0.7017,0.2
2023-08-07,PAD-TOY-P,6,0,86.12,0.9676,0
2023-08-07,PAD-FOR-P,5,0,86.12,0.9676,0
2023-08-07,BAT-TOY-P,5,0,211.61,1.0634,0
2023-08-07,BAT-FOR-P,2,0,211.61,1.0634,0
2023-08-07,WIP-TOY-P,4,0,27.08,0.9338,0
2023-08-07,WIP-FOR-P,6,0,27.08,0.9338,0
2023-08-07,PAD-TOY-V,9,0,59.99,0.9676,0
2023-08-07,PAD-FOR-V,6,0,59.99,0.9676,0
2023-08-07,BAT-TOY-V,2,0,147.81,1.0634,0
2023-08-07,BAT-FOR-V,5,0,147.81,1.0634,0
2023-08-07,WIP-TOY-V,2,0,16.81,0.9339,0
2023-08-07,WIP-FOR-V,8,0,16.81,0.9339,0
2023-08-14,PAD-TOY-P,5,0,67.31,0.7563,0.2
2023-08-14,PAD-FOR-P,3,0,67.31,0.7563,0.2
2023-08-14,BAT-TOY-P,2,0,207.71,1.0438,0
2023-08-14,BAT-FOR-P,4,0,207.71,1.0438,0
2023-08-14,WIP-TOY-P,2,0,26.36,0.909,0
2023-08-14,WIP-FOR-P,4,0,26.36,0.909,0
2023-08-14,PAD-TOY-V,33,1,46.89,0.7563,0.2
2023-08-14,PAD-FOR-V,9,0,46.89,0.7563,0.2
2023-08-14,BAT-TOY-V,1,0,145.08,1.0437,0
2023-08-14,BAT-FOR-V,3,0,145.08,1.0437,0
2023-08-14,WIP-TOY-V,12,0,16.36,0.9089,0
2023-08-14,WIP-FOR-V,5,0,16.36,0.9089,0
2023-08-21,PAD-TOY-P,5,0,81.04,0.9106,0
2023-08-21,PAD-FOR-P,2,0,81.04,0.9106,0
2023-08-21,BAT-TOY-P,2,0,202.47,1.0174,0
2023-08-21,BAT-FOR-P,3,0,202.47,1.0174,0
2023-08-21,WIP-TOY-P,7,0,28.13,0.97,0
2023-08-21,WIP-FOR-P,7,0,28.13,0.97,0
2023-08-21,PAD-TOY-V,0,1,56.45,0.9105,0
2023-08-21,PAD-FOR-V,9,0,56.45,0.9105,0
2023-08-21,BAT-TOY-V,7,0,141.42,1.0174,0
2023-08-21,BAT-FOR-V,9,0,141.42,1.0174,0
2023-08-21,WIP-TOY-V,4,0,17.46,0.97,0
2023-08-21,WIP-FOR-V,2,0,17.46,0.97,0
2023-08-28,PAD-TOY-P,8,0,79.66,0.8951,0
2023-08-28,PAD-FOR-P,2,0,79.66,0.8951,0
2023-08-28,BAT-TOY-P,4,0,156.51,0.7865,0.2
2023-08-28,BAT-FOR-P,3,0,156.51,0.7865,0.2
2023-08-28,WIP-TOY-P,12,0,26.52,0.9145,0
2023-08-28,WIP-FOR-P,3,0,26.52,0.9145,0
2023-08-28,PAD-TOY-V,8,0,55.49,0.895,0
2023-08-28,PAD-FOR-V,7,0,55.49,0.895,0
2023-08-28,BAT-TOY-V,8,1,109.32,0.7865,0.2
2023-08-28,BAT-FOR-V,1,0,109.32,0.7865,0.2
2023-08-28,WIP-TOY-V,1,0,16.46,0.9144,0
2023-08-28,WIP-FOR-V,5,0,16.46,0.9144,0
2023-09-04,PAD-TOY-P,3,1,73.2,0.8225,0
2023-09-04,PAD-FOR-P,3,0,73.2,0.8225,0
2023-09-04,BAT-TOY-P,1,0,193.76,0.9737,0
2023-09-04,BAT-FOR-P,1,0,193.76,0.9737,0
2023-09-04,WIP-TOY-P,3,0,26.75,0.9224,0
2023-09-04,WIP-FOR-P,8,0,26.75,0.9224,0
2023-09-04,PAD-TOY-V,9,0,50.99,0.8224,0
2023-09-04,PAD-FOR-V,13,0,50.99,0.8224,0
2023-09-04,BAT-TOY-V,7,0,135.34,0.9737,0
2023-09-04,BAT-FOR-V,5,0,135.34,0.9737,0
2023-09-04,WIP-TOY-V,8,0,16.6,0.9222,0
2023-09-04,WIP-FOR-V,15,0,16.6,0.9222,0
2023-09-11,PAD-TOY-P,9,0,77.22,0.8676,0
