time,item,placed,arrived,qty,lead_time,factor
2026-01-26,16P-A,99,113,10,13.793363,1.379336
2026-01-26,17-A,99,113,10,13.963883,1.396388
2026-01-26,17-B,99,113,10,14.15214,1.415214
2026-01-27,14-C,106,114,10,8.446303,0.84463
2026-01-27,15-A,106,114,10,8.319694,0.831969
2026-01-29,14-B,106,116,10,10.140514,1.014051
2026-01-30,15-C,106,117,10,10.850864,1.085086
2026-01-31,15-D,106,118,10,11.871077,1.187108
2026-01-31,16P-B,106,118,10,12.339861,1.233986
2026-01-31,16P-D,106,118,10,11.546771,1.154677
2026-02-01,15-B,106,119,10,13.125349,1.312535
2026-02-02,15-A,99,120,10,21.02197,2.102197
2026-02-03,14-B,113,121,10,8.316677,0.831668
2026-02-03,15-C,113,121,10,8.483058,0.848306
2026-02-04,16P-C,113,122,10,9.021476,0.902148
2026-02-04,16P-D,113,122,10,9.083013,0.908301
2026-02-04,17-B,113,122,10,8.914425,0.891442
2026-02-05,14-D,113,123,10,9.770129,0.977013
2026-02-05,15-B,113,123,10,10.488712,1.048871
2026-02-07,15-D,120,125,10,5.246242,0.524624
2026-02-07,16P-B,113,125,10,11.812692,1.181269
2026-02-07,17-C,113,125,10,12.087995,1.208799
2026-02-08,15-D,113,126,10,12.637819,1.263782
2026-02-08,16P-D,120,126,10,6.08729,0.608729
2026-02-11,14-B,120,129,10,9.017115,0.901711
2026-02-11,15-A,120,129,10,9.406455,0.940646
2026-02-12,16P-A,113,130,10,16.90853,1.690853
2026-02-14,15-B,120,132,10,11.503214,1.150321
2026-02-14,16P-B,120,132,15,11.721928,1.172193
2026-02-15,16P-C,127,133,10,6.015463,0.601546
2026-02-15,17-A,120,133,10,13.234464,1.323446
2026-02-15,17-D,127,133,10,5.994539,0.599454
2026-02-16,14-A,127,134,10,7.146864,0.714686
2026-02-16,16P-A,127,134,10,7.37642,0.737642
2026-02-17,14-C,120,135,10,14.914536,1.491454
2026-02-18,15-A,127,136,15,9.326799,0.93268
2026-02-18,16P-C,120,136,10,16.498961,1.649896
2026-02-19,15-C,127,137,10,10.478505,1.04785
2026-02-19,17-B,127,137,10,10.126509,1.012651
2026-02-20,15-B,127,138,10,10.581729,1.058173
2026-02-20,15-D,127,138,10,11.341563,1.134156
2026-02-21,16P-B,127,139,10,12.022082,1.202208
2026-02-22,16P-D,127,140,10,12.699896,1.26999
2026-02-24,15-C,134,142,15,7.76106,0.776106
2026-02-25,14-A,134,143,10,8.953544,0.895354
2026-02-25,14-D,134,143,10,9.397346,0.939735
2026-02-25,16P-C,134,143,10,8.802867,0.880287
2026-02-26,14-C,127,144,10,17.182656,1.718266
2026-02-26,16P-A,134,144,10,10.289861,1.028986
2026-02-27,15-B,134,145,10,10.803129,1.080313
2026-02-27,15-D,134,145,10,11.489917,1.148992
2026-02-27,16P-B,134,145,10,11.28556,1.128556
2026-02-28,17-B,141,146,15,5.343658,0.534366
2026-03-01,17-A,141,147,10,5.745172,0.574517
2026-03-04,14-B,134,150,10,16.416004,1.6416
2026-03-04,14-C,134,150,10,15.686536,1.568654
2026-03-04,15-A,134,150,10,16.010131,1.601013
2026-03-04,15-B,141,150,10,9.184219,0.918422
2026-03-04,17-A,134,150,10,15.827395,1.582739
2026-03-04,17-D,141,150,10,8.833337,0.883334
2026-03-05,14-D,141,151,10,10.081005,1.0081
2026-03-05,15-D,141,151,10,9.784724,0.978472
2026-03-06,15-C,141,152,10,11.448214,1.144821
2026-03-06,16P-B,141,152,10,11.046288,1.104629
2026-03-06,16P-C,141,152,10,11.230034,1.123003
2026-03-06,17-C,134,152,10,18.103405,1.810341
2026-03-09,14-A,148,155,10,7.429332,0.742933
2026-03-10,16P-A,141,156,10,15.02768,1.502768
2026-03-10,16P-B,148,156,10,8.279009,0.827901
2026-03-10,16P-C,148,156,10,7.922023,0.792202
2026-03-10,16P-D,141,156,10,14.836158,1.483616
2026-03-11,15-C,148,157,15,9.253197,0.92532
2026-03-13,14-C,148,159,10,11.494195,1.149419
2026-03-13,15-D,148,159,10,11.078935,1.107893
2026-03-13,17-B,148,159,10,11.420576,1.142058
2026-03-14,17-C,148,160,10,11.585772,1.158577
2026-03-16,14-B,148,162,15,13.648639,1.364864
2026-03-16,15-D,155,162,10,7.088047,0.708805
2026-03-16,16P-A,155,162,10,6.900092,0.690009
2026-03-17,15-A,155,163,10,7.549151,0.754915
2026-03-19,14-D,155,165,10,9.606172,0.960617
2026-03-19,15-B,148,165,15,16.868425,1.686842
2026-03-19,15-B,155,165,10,9.731527,0.973153
2026-03-19,16P-D,148,165,10,17.379691,1.737969
2026-03-20,15-A,141,166,10,25.054524,2.505452
2026-03-20,15-C,155,166,10,10.907374,1.090737
2026-03-21,14-B,155,167,15,11.702124,1.170212
2026-03-22,17-B,155,168,10,13.324015,1.332402
2026-03-23,16P-B,155,169,10,13.762977,1.376298
2026-03-23,16P-B,162,169,10,7.057025,0.705702
2026-03-24,16P-C,162,170,10,8.145891,0.814589
2026-03-25,14-B,162,171,10,8.561017,0.856102
2026-03-25,15-A,162,171,10,8.779343,0.877934
2026-03-25,16P-A,162,171,15,9.291286,0.929129
2026-03-25,16P-D,162,171,10,9.247316,0.924732
2026-03-25,17-A,162,171,10,9.208218,0.920822
2026-03-25,17-D,155,171,10,16.386644,1.638664
2026-03-27,14-A,162,173,10,11.153775,1.115377
2026-03-29,14-D,162,175,10,12.954393,1.295439
2026-03-29,15-B,162,175,10,12.660527,1.266053
2026-03-30,14-B,169,176,10,7.485377,0.748538
2026-03-30,14-C,162,176,10,14.143728,1.414373
2026-03-30,14-C,169,176,10,7.21504,0.721504
2026-03-30,14-D,169,176,10,7.440102,0.74401
2026-03-30,15-C,169,176,10,7.239045,0.723905
2026-03-31,17-C,169,177,10,7.914046,0.791405
2026-04-03,16P-D,169,180,10,10.961394,1.096139
2026-04-04,14-A,169,181,10,11.784291,1.178429
2026-04-04,15-B,169,181,10,11.984344,1.198434
2026-04-04,17-B,162,181,10,18.525511,1.852551
2026-04-04,17-B,176,181,10,4.778683,0.477868
2026-04-05,15-A,169,182,10,13.360205,1.33602
2026-04-06,16P-A,176,183,10,6.569843,0.656984
2026-04-06,16P-B,176,183,15,6.636311,0.663631
2026-04-07,15-D,169,184,15,14.956292,1.495629
2026-04-07,15-D,176,184,10,7.903691,0.790369
2026-04-07,16P-C,176,184,10,7.659823,0.765982
2026-04-08,16P-A,169,185,10,16.152644,1.615264
2026-04-09,14-B,176,186,10,9.600897,0.96009
2026-04-10,15-C,176,187,10,11.205931,1.120593
2026-04-11,16P-D,176,188,10,11.57003,1.157003
2026-04-12,15-B,176,189,15,12.502575,1.250257
2026-04-12,16P-A,183,189,10,5.540769,0.554077
2026-04-12,17-A,176,189,10,12.902039,1.290204
2026-04-13,14-D,183,190,10,6.566582,0.656658
2026-04-13,17-D,183,190,10,7.494794,0.749479
2026-04-14,17-B,183,191,10,8.045186,0.804519
2026-04-15,14-A,176,192,10,15.819258,1.581926
2026-04-16,15-C,183,193,10,9.99291,0.999291
2026-04-16,16P-B,183,193,20,9.83737,0.983737
2026-04-16,17-A,183,193,10,9.657089,0.965709
2026-04-16,17-C,183,193,10,9.899257,0.989926
2026-04-19,15-A,183,196,10,13.090866,1.309087
2026-04-19,16P-D,183,196,10,13.284414,1.328441
2026-04-20,14-A,183,197,10,13.718286,1.371829
2026-04-20,14-B,190,197,10,7.194398,0.71944
2026-04-20,15-B,183,197,10,13.79681,1.379681
2026-04-20,16P-B,190,197,10,6.922359,0.692236
2026-04-20,17-B,190,197,10,7.450701,0.74507
2026-04-22,15-A,190,199,10,9.477563,0.947756
2026-04-22,15-D,190,199,10,9.403209,0.940321
2026-04-22,16P-C,169,199,10,29.713363,2.971336
2026-04-23,14-C,190,200,10,9.65871,0.965871
2026-04-23,15-C,190,200,10,10.281798,1.02818
2026-04-23,16P-D,190,200,10,9.930676,0.993068
2026-04-24,16P-C,190,201,10,11.428102,1.14281
2026-04-25,15-B,190,202,10,12.13026,1.213026
2026-04-27,16P-A,197,204,10,7.141421,0.714142
2026-04-28,14-A,197,205,10,7.884408,0.788441
2026-04-28,14-B,197,205,10,8.240274,0.824027
2026-04-28,17-B,197,205,10,7.61339,0.761339
2026-04-29,15-C,197,206,10,9.257478,0.925748
2026-04-30,14-C,197,207,10,9.620057,0.962006
2026-04-30,15-A,197,207,10,10.204623,1.020462
2026-04-30,15-B,197,207,10,10.025323,1.002532
2026-04-30,16P-B,197,207,10,9.86969,0.986969
2026-04-30,17-D,197,207,10,9.907463,0.990746
2026-05-01,17-A,197,208,10,10.642342,1.064234
2026-05-02,14-D,197,209,10,11.554777,1.155478
2026-05-05,14-D,204,212,10,7.670798,0.76708
2026-05-06,16P-C,204,213,10,9.136652,0.913665
2026-05-11,16P-B,211,218,10,6.759216,0.675922
2026-05-11,16P-D,204,218,10,13.878692,1.387869
2026-05-12,14-D,211,219,10,7.713907,0.771391
2026-05-13,14-A,211,220,10,9.073182,0.907318
2026-05-13,15-A,211,220,10,9.456404,0.94564
2026-05-13,15-D,211,220,10,9.357825,0.935783
2026-05-13,16P-D,211,220,10,8.688232,0.868823
2026-05-13,17-A,211,220,10,9.290095,0.929009
2026-05-13,17-C,211,220,10,8.949261,0.894926
2026-05-16,15-B,211,223,10,12.45533,1.245533
2026-05-16,15-C,211,223,10,11.625873,1.162587
2026-05-18,15-A,218,225,10,7.30027,0.730027
2026-05-18,15-C,218,225,15,7.038273,0.703827
2026-05-18,16P-A,218,225,10,7.306908,0.730691
2026-05-18,16P-C,211,225,10,14.266271,1.426627
2026-05-20,14-B,218,227,25,9.461698,0.94617
2026-05-20,14-C,211,227,10,15.712742,1.571274
2026-05-20,17-D,218,227,10,9.438025,0.943802
2026-05-21,14-A,218,228,10,9.881661,0.988166
2026-05-21,14-B,211,228,10,16.53534,1.653534
2026-05-21,17-B,218,228,15,9.655668,0.965567
2026-05-23,16P-B,218,230,10,12.238764,1.223876
2026-05-24,16P-D,225,231,10,6.496351,0.649635
2026-05-25,14-C,225,232,10,7.314667,0.731467
2026-05-25,17-C,225,232,10,7.289171,0.728917
2026-05-26,15-A,225,233,10,8.423424,0.842342
2026-05-26,17-C,218,233,10,15.351863,1.535186
2026-05-27,15-B,225,234,10,9.064274,0.906427
2026-05-27,15-C,225,234,10,8.580939,0.858094
2026-05-27,16P-C,218,234,10,15.558662,1.555866
2026-05-27,17-B,225,234,10,8.845248,0.884525
2026-05-28,14-A,225,235,15,10.473965,1.047396
2026-05-28,15-B,218,235,20,17.369594,1.736959
2026-05-28,16P-A,225,235,10,10.373261,1.037326
2026-05-29,14-B,232,236,10,4.040335,0.404033
2026-05-30,14-C,218,237,10,18.972182,1.897218
2026-05-30,16P-C,232,237,10,5.365671,0.536567
2026-05-31,14-C,232,238,10,5.725182,0.572518
2026-05-31,15-D,225,238,10,12.727361,1.272736
2026-06-02,14-D,225,240,10,14.633032,1.463303
2026-06-02,16P-A,232,240,10,7.965524,0.796552
2026-06-02,16P-B,232,240,15,8.084335,0.808434
2026-06-04,15-B,232,242,10,9.998121,0.999812
2026-06-04,17-B,232,242,10,9.75042,0.975042
2026-06-06,14-A,232,244,10,11.764134,1.176413
2026-06-06,16P-D,232,244,10,12.154418,1.215442
2026-06-06,16P-D,239,244,10,5.492064,0.549206
2026-06-07,15-D,232,245,10,13.441657,1.344166
2026-06-07,16P-C,225,245,10,20.363626,2.036363
2026-06-09,15-C,239,247,10,7.637635,0.763764
2026-06-09,17-A,232,247,10,14.909301,1.49093
2026-06-11,16P-C,239,249,10,10.367713,1.036771
2026-06-13,15-A,239,251,10,11.750226,1.175023
2026-06-13,16P-D,246,251,10,5.240927,0.524093
2026-06-14,14-D,239,252,10,13.074977,1.307498
2026-06-14,17-D,232,252,10,19.877781,1.987778
2026-06-16,16P-A,246,254,10,7.78625,0.778625
2026-06-16,16P-C,246,254,10,7.505985,0.750599
2026-06-16,17-D,246,254,10,7.593968,0.759397
2026-06-17,14-C,246,255,10,9.301302,0.93013
2026-06-17,15-C,232,255,20,22.573902,2.25739
2026-06-19,16P-B,246,257,20,11.473496,1.14735
2026-06-19,17-B,246,257,15,11.152568,1.115257
2026-06-19,17-B,253,257,10,4.145774,0.414577
2026-06-20,14-B,246,258,10,12.183423,1.218342
2026-06-20,15-A,246,258,10,12.378239,1.237824
2026-06-20,15-B,246,258,15,12.43017,1.243017
2026-06-20,17-A,246,258,10,11.650661,1.165066
2026-06-21,14-B,253,259,10,5.524814,0.552481
2026-06-21,14-C,253,259,10,5.805171,0.580517
2026-06-22,15-C,253,260,10,6.686621,0.668662
2026-06-22,16P-A,253,260,10,6.590846,0.659085
2026-06-23,14-D,253,261,10,8.433135,0.843314
2026-06-23,15-D,246,261,10,14.726875,1.472687
2026-06-25,17-C,253,263,10,9.861198,0.98612
2026-06-28,14-A,246,266,10,19.625004,1.9625
2026-06-30,15-C,260,268,10,8.471664,0.847166
2026-06-30,15-D,260,268,15,8.43232,0.843232
2026-07-01,16P-B,260,269,10,9.105078,0.910508
2026-07-01,16P-D,260,269,10,9.369862,0.936986
2026-07-02,14-D,260,270,10,10.029291,1.002929
2026-07-02,15-B,253,270,15,16.629946,1.662995
2026-07-02,16P-C,253,270,10,17.334078,1.733408
2026-07-03,14-B,260,271,10,10.597985,1.059798
2026-07-03,15-A,260,271,10,11.354675,1.135467
2026-07-04,14-B,267,272,10,5.220219,0.522022
2026-07-04,15-D,267,272,10,4.837891,0.483789
2026-07-04,17-C,260,272,10,11.511219,1.151122
2026-07-05,14-A,260,273,15,13.018562,1.301856
2026-07-05,16P-B,267,273,10,5.723251,0.572325
2026-07-09,16P-C,267,277,10,9.631074,0.963107
2026-07-09,17-A,267,277,10,10.497432,1.049743
2026-07-10,14-C,267,278,10,10.97619,1.097619
2026-07-10,15-B,260,278,15,18.31218,1.831218
2026-07-11,16P-A,267,279,10,11.799417,1.179942
2026-07-11,17-D,267,279,10,11.857492,1.185749
2026-07-12,14-B,274,280,10,6.419471,0.641947
2026-07-13,15-C,274,281,10,6.752582,0.675258
2026-07-13,15-D,274,281,10,7.344428,0.734443
2026-07-13,16P-A,274,281,10,6.919573,0.691957
2026-07-14,14-A,274,282,10,8.431046,0.843105
2026-07-14,14-D,267,282,10,15.192479,1.519248
2026-07-14,16P-A,260,282,10,21.922778,2.192278
2026-07-15,15-A,267,283,10,15.531482,1.553148
2026-07-15,15-B,274,283,10,9.45692,0.945692
2026-07-16,16P-D,274,284,10,9.825709,0.982571
2026-07-18,16P-C,281,286,10,5.086478,0.508648
2026-07-19,14-A,281,287,10,6.340878,0.634088
2026-07-19,14-D,274,287,10,12.545065,1.254507
2026-07-20,14-B,281,288,10,7.217624,0.721762
2026-07-20,14-C,281,288,10,7.455075,0.745508
2026-07-21,15-A,281,289,10,7.981692,0.798169
2026-07-21,17-D,274,289,10,15.403273,1.540327
2026-07-22,15-D,281,290,10,8.897515,0.889752
2026-07-22,16P-B,281,290,10,9.496045,0.949604
2026-07-22,17-C,281,290,10,9.092547,0.909255
2026-07-23,15-C,281,291,10,9.53085,0.953085
2026-07-23,16P-D,281,291,10,9.74205,0.974205
2026-07-23,17-B,274,291,10,17.107304,1.71073
2026-07-24,16P-B,274,292,10,18.492726,1.849273
2026-07-26,15-B,267,294,10,26.761839,2.676184
2026-07-29,14-C,288,297,10,8.848269,0.884827
2026-07-29,15-B,288,297,20,9.294153,0.929415
2026-07-29,17-A,281,297,10,16.450328,1.645033
2026-07-29,17-B,288,297,10,9.062181,0.906218
2026-07-30,16P-B,288,298,10,10.342198,1.03422
2026-08-01,14-D,288,300,10,12.048437,1.204844
2026-08-01,15-B,295,300,10,4.871628,0.487163
2026-08-01,15-C,288,300,10,12.372448,1.237245
2026-08-01,16P-A,288,300,15,11.969281,1.196928
2026-08-02,14-A,288,301,10,13.468971,1.346897
2026-08-02,15-A,288,301,10,13.182602,1.31826
2026-08-02,16P-B,295,301,10,6.445589,0.644559
2026-08-02,16P-D,288,301,10,12.524595,1.252459
2026-08-03,17-C,295,302,10,7.053389,0.705339
2026-08-05,14-C,295,304,10,8.755332,0.875533
2026-08-05,14-D,295,304,10,8.848955,0.884895
2026-08-05,17-D,295,304,10,8.993279,0.899328
2026-08-06,16P-A,295,305,10,10.134764,1.013476
2026-08-08,14-B,288,307,10,18.592263,1.859226
2026-08-08,17-A,295,307,10,11.962653,1.196265
2026-08-09,16P-C,295,308,10,12.558165,1.255816
2026-08-09,17-B,295,308,10,12.998923,1.299892
2026-08-10,14-B,295,309,10,14.326386,1.432639
2026-08-10,16P-B,302,309,15,7.270973,0.727097
2026-08-10,16P-D,302,309,10,6.657625,0.665763
2026-08-11,14-A,302,310,10,8.199272,0.819927
2026-08-11,15-A,295,310,10,14.658968,1.465897
2026-08-11,15-C,295,310,10,14.664754,1.466475
2026-08-12,15-A,302,311,10,8.806582,0.880658
2026-08-13,14-B,302,312,10,10.018007,1.001801
2026-08-13,15-D,295,312,10,17.484958,1.748496
2026-08-13,16P-C,302,312,20,10.334068,1.033407
2026-08-13,17-B,302,312,10,10.022841,1.002284
2026-08-14,15-B,302,313,25,10.966206,1.096621
2026-08-15,14-C,302,314,10,11.964237,1.196424
2026-08-17,17-B,309,316,10,6.89694,0.689694
2026-08-17,17-C,309,316,10,7.073253,0.707325
2026-08-17,17-D,309,316,10,7.492817,0.749282
2026-08-18,15-C,309,317,15,7.602323,0.760232
2026-08-19,16P-B,309,318,10,8.769706,0.876971
2026-08-21,15-A,309,320,10,10.978034,1.097803
2026-08-21,15-B,309,320,15,10.971087,1.097109
2026-08-22,16P-B,316,321,10,4.729561,0.472956
2026-08-23,15-D,302,322,10,20.057471,2.005747
2026-08-23,17-C,316,322,10,5.88485,0.588485
2026-08-24,14-A,309,323,10,14.486643,1.448664
2026-08-24,14-D,309,323,10,13.939994,1.393999
2026-08-25,15-D,309,324,10,15.199744,1.519974
2026-08-25,16P-C,316,324,10,7.930002,0.793
2026-08-26,16P-A,309,325,10,15.832402,1.58324
2026-08-27,14-B,316,326,10,10.061412,1.006141
2026-08-28,15-A,316,327,10,10.508299,1.05083
2026-08-28,15-B,316,327,10,10.542124,1.054212
2026-08-28,17-B,323,327,10,4.232869,0.423287
2026-08-30,14-C,316,329,15,12.837668,1.283767
2026-09-01,14-A,323,331,10,7.66459,0.766459
2026-09-01,16P-A,323,331,10,8.245306,0.824531
2026-09-02,16P-C,323,332,10,9.056865,0.905687
2026-09-03,15-C,316,333,15,16.639251,1.663925
2026-09-03,16P-B,323,333,10,9.609518,0.960952
2026-09-03,17-A,316,333,10,17.109525,1.710952
2026-09-04,17-D,323,334,10,10.773015,1.077302
